Rank,Grade,Channel name,Video Uploads,Subscribers,Video views,AVERGE VIEW
849,3,Sarthak Music,6335,1821046,988566413,156048.3682715075
850,3,Oh Long Johnson,192,2036412,493687065,2571286.796875
851,3,5 DAKİKADA HALLET,588,873813,193047407,328311.9166666667
852,3,hollywoodclips22,472,310799,174109939,368876.98940677964
853,3,Masha e o Urso,231,4103325,1365735959,5912276.878787879
854,3,Ambey Bhakti,3950,2254849,768304161,194507.38253164556
855,3,Трум Трум,639,5538968,1470790728,2301706.9295774647
856,3,o SHOW o,68,234811,54925032,807721.0588235294
857,3,PlayToys,802,4511486,1924059910,2399077.194513716
858,3,Juguetes con Andre,648,3590877,1634999362,2523147.1635802467
859,3,ตุณานนท์…,26,38672,4707955,181075.1923076923
860,3,Saregama Music,4114,4851606,1382014363,335929.5972289742
861,3,Selena Martinez,168,470817,84130838,500778.79761904763
862,3,LosPolinesios,400,14891691,2770521652,6926304.13
863,3,PORKMODZ,1163,555550,223873821,192496.8366294067
864,3,Irmãos Neto,163,10498808,828548071,5083117.0
865,3,Toys and Fun,1065,1860886,1329705317,1248549.5934272301
866,3,Tarang TV,12219,1124819,773416806,63296.244046157626
867,3,Bizim Hikaye,825,669759,392876501,476213.9406060606
868,3,СТС,6875,1458389,1100467882,160068.05556363636
869,3,Anupam Movie Songs,500,593726,223239922,446479.844
870,3,MessYourself,730,4583875,1264799813,1732602.4835616439
871,3,TV Ana Emilia,188,2437825,650741196,3461389.340425532
872,3,Mohamed Ramadan,183,2342921,832724569,4550407.480874317
873,3,T-Series Regional,15340,3733568,1595904694,104035.50808344198
874,3,Saurabh Parikh,1570,1179477,738646899,470475.7318471338
876,3,Dolan Twins,199,6661047,918456388,4615358.733668341
877,3,MY TOYS PINK,773,1917132,885066341,1144975.8615782666
878,3,FunKeep,290,2031826,664825148,2292500.5103448275
879,3,Vividplays Channel,1652,1042497,416153886,251909.1319612591
880,3,Amit Bhadana,51,9771425,617239610,12102737.450980391
882,3,Morphle TV,349,4040290,3093804467,8864769.246418338
883,3,PipeCleanerCrafts B,268,2465335,795740576,2969181.2537313434
884,3,JuanGabrielVEVO,219,2808915,2636833521,12040335.712328767
885,3,mallemalatv,5342,1699246,850788248,159263.99251216772
886,3,THVL Giải Trí,12927,2595868,2427585836,187791.89572213197
887,3,Sumeet Music,1500,1738897,883418478,588945.652
888,3,SelenaGomezVEVO,127,15688167,6641996592,52299185.76377953
890,3,"SLICK SLIME SAM - DIY, Comedy,…",216,826637,251509161,1164394.263888889
891,3,BillieEilishVEVO,25,666883,279539583,11181583.32
892,3,Patati Patatá,190,3426296,2338263755,12306651.342105264
893,3,NW news,184,46747,40348022,219282.72826086957
894,3,EllaMaiVEVO,9,255574,293077103,32564122.555555556
895,3,RemexMusic,972,3954687,3344414009,3440755.153292181
897,3,MegaTV,8998,337710,424175065,47141.03856412536
899,3,ZicZic Supers Songs,12,4653573,379129938,31594161.5
900,3,Shahid.net,2926,3327405,1149283506,392783.15311004786
901,3,Bryant Myers,44,2692196,600406974,13645613.045454545
902,3,Poll Production,1970,2158957,3295692992,1672940.6050761421
904,3,The Tonight Show Starring Jimmy…,4622,17763660,9668150444,2091767.7291215924
905,3,Reaction Time,1163,10018141,2956841564,2542426.1083404985
906,3,That YouTub3 Family,752,2076265,947179743,1259547.5305851065
907,3,Sessão Dublada,458,570187,210671101,459980.56986899563
908,3,SuperZoo - Best cartoon for kids…,266,1758101,545126564,2049347.984962406
909,3,Bazylland,320,1828539,987725356,3086641.7375
910,3,BARBIE FILMES BR,425,2426403,560491563,1318803.6776470589
911,3,DeGoBooM,1367,3667305,950082832,695013.0446232626
912,3,топКино,1083,385039,186469729,172178.88180978762
913,3,TheRichest,2558,11804909,5866949648,2293569.0570758404
914,3,Лучшие приколы Best…,69,211886,53447247,774597.7826086957
915,3,Yong Ye,309,878035,654203160,2117162.330097087
916,3,Crafty Panda,35,924761,123275233,3522149.5142857144
917,3,TruthRevolutionNet,220,336350,282580294,1284455.8818181818
918,3,Sonotek Bhakti,4501,3240992,811771577,180353.6051988447
919,3,JoyJoy Lika,112,1348026,306959964,2740713.964285714
920,3,Viki Show,301,3099335,1013696048,3367760.9568106313
921,3,Movie Clips,8,49785,34501120,4312640.0
922,3,Funny Stacy,70,5510141,1557779492,22253992.742857143
923,3,Ibu dan Balita Indonesia,179,1530259,570694707,3188238.586592179
924,3,CantaJuegoVEVO,424,2407006,2516674023,5935551.941037736
925,3,Morgz,512,5437206,716849369,1400096.423828125
926,3,ON Ent,26008,3769523,1311197102,50415.14541679483
927,3,Sing Music Channel,92,1572818,513111410,5577297.934782608
928,3,MaKar & Nursery Rhymes and Songs,191,1209631,324049846,1696596.052356021
929,3,ALL THE K-POP,7413,3308285,1708025102,230409.42965061378
930,3,Comedy Captain Hindi HD,280,1890180,440275389,1572412.1035714287
931,3,Illslick thelegandary,101,2632081,1276933450,12642905.445544554
932,3,Mother Goose Club Playhouse,742,3281615,4543258678,6122990.132075472
933,3,MundoNovelero,1454,1038453,704964904,484845.18844566715
934,3,PlayCow.com,3537,2664592,1332421426,376709.47865422675
935,3,Studio Saraswati Official,1745,2053209,521000306,298567.5106017192
936,3,Show Ana Haber,17959,716731,1111394262,61885.08614065371
937,3,Bollywood Classics,1045,2653337,1033211075,988718.7320574162
938,3,WigglePop,107,1134248,353416131,3302954.495327103
939,3,SamSmithWorldVEVO,58,6959214,4104419248,70765849.10344827
940,3,Rebecca Zamolo,531,4585169,709564795,1336280.2165725047
941,3,HomeAnimations - Мультики…,209,889004,272579345,1304207.3923444976
942,3,Playtime4kidz,501,1422226,796439679,1589699.9580838324
944,3,Ghiền Mì Gõ,312,3111301,1846212099,5917346.471153846
945,3,News Tak,7902,1933560,438452931,55486.3238420653
946,3,IULITM,4315,2495206,1594852893,369606.6959443801
947,3,3ater Alsham عطر الشام,3364,575111,523420737,155594.7494054697
948,3,The Sean Ward Show,385,2046208,1265473278,3286943.5792207792
949,3,Giọng Ca Để Đời,1024,1553434,975997218,953122.283203125
950,3,TBE Kids,27,359753,88007461,3259535.592592593
951,3,Fizzy Toy Show,1048,2020415,1576193149,1504001.0963740458
952,3,thays7777,204,132700,68136885,334004.3382352941
953,3,Teremok TV,2970,4265037,5250235184,1767755.9542087542
954,3,BIG Magic,17891,520230,225517877,12605.10183891342
955,3,Amit choudhary,18,201943,222996,12388.666666666666
956,3,JaxJonesVEVO,23,820648,584674135,25420614.56521739
957,3,BBC,22695,5165960,4937488364,217558.42097378278
958,3,TeluguOne,33586,4100191,2414364446,71886.0372178884
960,3,"Kids, Toys & Adventures",79,2671048,499372735,6321173.860759494
961,3,GunsNRosesVEVO,40,4939443,3610207489,90255187.225
963,3,Turkish Series مسلسل تركي,472,2027095,552733926,1171046.4533898304
964,3,emma chamberlain,156,4501329,310088600,1987747.435897436
965,3,CNN Indonesia,30100,1281435,715647975,23775.68023255814
966,3,떵개떵,2764,2512791,1176939065,425810.0814037627
967,3,Gustavo Mioto,37,2605915,868604066,23475785.56756757
968,3,Netflix,2279,5262636,1466799425,643615.3685827117
969,3,NDJ Film Official,10858,1728730,941580688,86717.69091913797
970,3,Funny Vines,132,3122278,996106605,7546262.159090909
971,3,jeffreestar,294,10368791,1084678752,3689383.5102040814
972,3,YimYam TV,1154,1132387,863447043,748221.0077989601
973,3,INSIDER,6238,2998198,1536356883,246289.97803783262
974,3,Carnatavr A,391,46526,41047291,104980.28388746803
975,3,Learn Colors Rice,48,2546742,311104017,6481333.6875
976,3,SHOPEE Indonesia,182,141886,457659296,2514611.5164835164
977,3,BakLol Video,95,2265697,256962966,2704873.3263157895
978,3,WOW ENGLISH TV,297,1865989,1527112924,5141794.356902357
979,3,AviciiOfficialVEVO,110,11667519,5565707967,50597345.154545456
980,3,SUNDRANI,5202,1196344,670142754,128824.05882352941
981,3,karameeshchannel,2318,3226457,1936359474,835357.8403796377
982,3,FitDance,949,8606400,2564278994,2702085.3466807166
983,3,Planet Earth INDIA,275,4025979,633820509,2304801.850909091
984,3,Telefe,66273,2220124,1910032292,28820.670438941954
985,3,PopArt Discos,2590,1738684,2261135575,873025.3185328186
986,3,FRESH Movie Trailers,6337,3816987,2932656262,462783.0617011204
987,3,Cat Music,1795,4962035,5026581136,2800323.7526462395
988,3,ArkivaShqip,6414,2563442,3987315817,621658.2190520735
989,3,El Adl Group,2136,1687205,714675665,334585.9854868914
990,3,JUJU Jugando,42,861545,218837918,5210426.619047619
991,3,iKON,313,3322661,764816171,2443502.143769968
992,3,Gojzer,155,1181557,486625063,3139516.535483871
993,3,Saad Lamjarred | سعد لمجرد,118,5932065,1628048828,13797023.966101695
994,3,Cumicumi,48641,2341946,2200123912,45231.88075903045
995,3,storybooth,136,2938922,938276694,6899093.338235294
996,3,OneRepublicVEVO,144,6005945,3917713663,27206344.881944444
997,3,TOY GUMA,303,1783483,628952933,2075752.2541254126
998,3,Les' Copaque Production,1078,3130717,2040030829,1892421.9192949908
999,3,Earwax Specialist,572,387654,301082491,526367.9912587412
1000,3,Jugnu Kids - Nursery Rhymes and…,282,2883696,1233602347,4374476.407801419
1001,3,IDEAS EN 5 MINUTOS,1089,4429603,662187125,608068.9853076217
1002,3,Tin Siêu Còi,534,695068,561085634,1050722.1610486892
1003,3,BIGBANG,769,9998464,4756874954,6185793.178153446
1004,3,Wow Kidz Comedy,871,1511557,436747551,501432.32032146957
1005,3,simayproduction,226,337135,212866964,941889.221238938
1007,3,Hong Giang DIY Slime,297,2056979,623675504,2099917.5218855217
1008,3,Pica - Pica Oficial,145,2653991,2151391380,14837181.931034483
1009,3,Universe Adventure,156,2946639,314847635,2018254.0705128205
1010,3,Hillsong Worship,540,2769666,982634456,1819693.437037037
1011,3,Boram Tube [보람튜브],125,2742219,614541421,4916331.368
1012,3,EHPMusicChannel,472,403056,348349997,738029.654661017
1013,3,iGAMING TV,360,958196,472840432,1313445.6444444444
1015,3,Netflix India,450,1200373,80348959,178553.2422222222
1017,2,ولاية بطيخ | Melon City…,764,4044662,1166217789,1526463.07460733
1018,2,Movie Talkies,19022,3794649,2491697636,130990.30785406372
1019,2,MrBrent98,259,4737769,497995909,1922764.1274131273
1020,2,Gallina Pintadita,33,6136499,4866114389,147458011.78787878
1021,2,W2S,639,13087509,3601385628,5635971.248826291
1022,2,Теремок - Песенки…,307,2447379,1475969285,4807717.540716613
1023,2,Zara Cute,806,1082790,790114713,980291.2071960298
1024,2,PrestonPlayz - Minecraft,3473,7193736,2509756896,722648.112870717
1025,2,Oddbods - Official Channel,363,2641254,1877153673,5171222.239669422
1026,2,ZENSE Entertainment,7498,2148479,1056380068,140888.2459322486
1027,2,UKids TV,121,1070159,147878759,1222138.5041322315
1028,2,Juguetes Sorpresa,398,1848769,803160581,2017991.4095477387
1030,2,Health Tips for You,8839,4116683,613673510,69427.93415544745
1031,2,Favorite Videos,605,433225,895967230,1480937.570247934
1032,2,Wirkaufendeinauto.de,23,2730,82829448,3601280.347826087
1033,2,Herşey Dahil,915,2759453,1189890677,1300426.9693989072
1034,2,Pocoyo,1009,5434099,4355275516,4316427.666997027
1035,2,YuridiaVEVO,121,1132374,1385722780,11452254.38016529
1036,2,Fanta Kids Tv,57,2682199,360827737,6330311.175438597
1037,2,MowMow☆おもちゅーぶ,322,511278,181226240,562814.4099378882
1038,2,Ini Talk Show,4117,2042830,1203464786,292315.95482147194
1039,2,3Palavrinhas,165,1114638,820739389,4974178.115151515
1040,2,kids7,20,1583878,259513961,12975698.05
1041,2,FutParódias,184,4763628,1089597158,5921723.684782608
1042,2,VIDEOMUG비디오머그,1667,314428,229895975,137910.0029994001
1043,2,CBCDrama,5476,2735998,1499321360,273798.64134404674
1044,2,Trinity and Beyond,617,1615002,582521408,944118.9756888169
1045,2,REACT,1404,9849460,3048529895,2171317.589031339
1046,2,Tibo InShape,546,5095840,1217196627,2229297.8516483516
1047,2,Lâm Vlog,331,880826,258862127,782060.8066465256
1048,2,DrossRotzank,1133,14850074,3084922075,2722790.8870255956
1050,2,SonoraDinamitaVEVO,21,404982,783935227,37330248.9047619
1051,2,भक्ति,3805,3134152,522188652,137237.49067017084
1052,2,Vito Minecraft,892,1219171,662762196,743006.9461883408
1053,2,Programa Pânico,3322,7350039,2469377904,743340.7296809151
1057,2,FORMULA 1,1386,1577479,543917257,392436.69336219336
1058,2,KarolGVEVO,25,3605435,1913978111,76559124.44
1059,2,Tamer Hosny,323,3149970,1018663952,3153758.3653250774
1060,2,Mimi Lissa,439,1427346,858526119,1955640.362186788
1062,2,Wave Music - Bhojpuri Movies,304,1748337,628973883,2068993.0361842106
1063,2,Ricis Official,329,5505644,677257443,2058533.2613981762
1064,2,tvN DRAMA,15907,1401400,1104842163,69456.3502231722
1065,2,L'Algerino,96,4390622,1304314723,13586611.697916666
1066,2,Troom Troom PT,193,2405614,385620442,1998033.378238342
1067,2,18th Asian Games 2018,306,598154,104006040,339889.01960784313
1068,2,Bollywood Uncut,4166,385042,212318007,50964.47599615939
1069,2,Robin Hood Gamer,2256,5249617,902045441,399842.83732269506
1071,2,IMediaShows,5539,340895,277516851,50102.338147680086
1072,2,LOVEiS+,664,2278468,1742116660,2623669.6686746986
1073,2,Videogyan 3D Rhymes - Nursery…,579,6372720,5005584061,8645222.90328152
1074,2,Bartolito,315,924799,272549270,865235.7777777778
1075,2,Posteries,69,1077035,503038721,7290416.2463768115
1076,2,Dolly's Stories KIDS,78,1187528,230626596,2956751.230769231
1077,2,RE -research,158,2535305,558104526,3532307.1265822784
1079,2,Annoying Orange,1096,7542219,5360497422,4890964.801094891
1080,2,MoonKase,2646,4739183,1339447912,506216.14210128493
1081,2,ZicZic Baby,20,1099180,152421259,7621062.95
1082,2,NH Studioz,698,1080829,375674360,538215.4154727794
1083,2,NTN Vlogs,172,4827279,840237024,4885098.976744186
1084,2,Brytiago Cartel Records,26,2102859,707072962,27195113.923076924
1085,2,Oops Banana,926,2594922,848048417,915819.024838013
1086,2,Grand Production,12746,1231378,2468846059,193695.7523144516
1088,2,YGVEVO,66,2194989,1125081760,17046693.333333332
1089,2,Invento na Hora,446,7743492,1051346743,2357279.692825112
1090,2,Black Beats,386,748413,349171125,904588.4067357513
1091,2,littlemixVEVO,119,8387497,3438825040,28897689.411764707
1093,2,Ярик Кент,722,2463732,870581007,1205790.8684210526
1095,2,NBC World of Dance,224,610130,117702339,525456.8705357143
1096,2,CNCOVEVO,47,6246421,4171381231,88752792.14893617
1097,2,GameGrumps,6199,4810053,4315943573,696232.2266494596
1098,2,Univision Noticias,43216,2562118,1880915239,43523.584760273974
1099,2,DramaKBS,86872,1163844,1469594560,16916.780550695275
1100,2,華納音樂 Warner Music Taiwan…,1860,1388830,890764253,478905.5123655914
1101,2,Jana Tube,14,713375,178412464,12743747.42857143
1102,2,JukiLop,52,10548370,528172886,10157170.884615384
1103,2,DisneyChannelUK,2603,3447255,3283041196,1261252.8605455244
1104,2,LG India,829,246769,682825695,823673.9384800965
1105,2,twenty one pilots,87,7057151,1346134728,15472812.965517242
1106,2,Daequan Loco,283,3587976,293643173,1037608.3851590106
1107,2,OLGACRAFTS,222,179734,55398762,249543.97297297296
1108,2,SpJockey,1930,794720,479437947,248413.44404145077
1109,2,Daniel Boy,117,883683,233817264,1998438.1538461538
1111,2,Peppa Pig En Español Capitulos…,393,2967840,827964874,2106780.8498727735
1112,2,INCRÍVEL,1379,6217371,700534387,508001.730964467
1113,2,IDEIAS INCRÍVEIS,1084,3461333,458488915,422960.2536900369
1114,2,Beşiktaş Kültür Merkezi (BKM),5233,1567447,1868110548,356986.5369768775
1115,2,Ersin Büyükişler,4,200536,30542506,7635626.5
1116,2,Kaykai Salaider,170,6651911,988326879,5813687.523529412
1117,2,Fortnite Funny,349,1555169,401834406,1151387.982808023
1118,2,SumanTV,9228,2543346,929819561,100760.68064586043
1119,2,ArcadeGaming,1417,1361880,581369782,410282.1326746648
1120,2,Eros Now Movies Preview,1121,1607037,665567091,593726.2185548617
1121,2,Danny Ocean,8,2861917,1690503137,211312892.125
1122,2,Jason Derulo,238,10247253,5133718775,21570246.95378151
1123,2,Beto Sierra,559,2155076,701284327,1254533.679785331
1124,2,CarlosVivesVEVO,96,3314192,2893179477,30137286.21875
1125,2,platinumrecordsmusic,461,3981353,2267113835,4917817.429501085
1126,2,lesliegraceVEVO,20,516628,345111568,17255578.4
1127,2,Linus Tech Tips,4276,6811040,1993442553,466193.30051449954
1128,2,ETV Plus India,14493,2104082,1435219599,99028.4688470296
1129,2,Enamorándonos,4928,3186461,1542799499,313068.0801542208
1130,2,Shemaroo Movies,603,2784186,782915669,1298367.6102819238
1131,2,Yippee Toys,1627,6783252,2985726408,1835111.4984634295
1132,2,SuperHeroKids,182,2059241,1223548138,6722791.967032967
1133,2,SETN三立新聞網,40599,454722,859111639,21160.906401635508
1134,2,Taylor Gamer,192,280704,51412957,267775.8177083333
1135,2,Anthony Ying,3552,1826694,2020250389,568764.1860923424
1137,2,Viral Maniacs,72,596882,194629412,2703186.277777778
1138,2,PDK Films,123,6462055,1808796279,14705660.804878049
1139,2,Red Chillies Entertainment,649,3070960,1179332236,1817152.906009245
1141,2,"Animal Aid Unlimited, India",184,1901032,574395844,3121716.5434782607
1142,2,BE AMAZED,691,4068925,924101627,1337339.547033285
1143,2,AFernandezVEVO,92,1614634,1946505588,21157669.43478261
1144,2,70cleam,829,1286712,1480458714,1785836.808202654
1145,2,Life Hacks & Experiments,352,3644191,1219745172,3465185.147727273
1146,2,Fox News,52548,1680608,1098789981,20910.2150605161
1147,2,Toymong tv 토이몽TV,922,1895085,950813108,1031250.6594360087
1148,2,TheWillyrex,5126,14570953,5071006068,989271.5700351151
1149,2,WildBrain em Português,995,985848,388267495,390218.5879396985
1150,2,YTN NEWS,355996,820108,1640347646,4607.769879436848
1152,2,Miniminter,1588,7497762,2535153504,1596444.2720403022
1153,2,Mr DegrEE,111,976607,270095979,2433297.108108108
1156,2,Bhavani HD Movies,16226,1424977,691620083,42624.188524590165
1157,2,infobells,248,2656272,882222289,3557347.939516129
1158,2,Chouftv - شوف تيفي,37136,2561199,1419415471,38222.08829707023
1159,2,Tady Kristián,6,31996,29536511,4922751.833333333
1162,2,★ Kids Roma Show,437,5608514,1352179341,3094231.9016018305
1163,2,Promi Big Brother,1017,105418,67113917,65992.05211406096
1164,2,SBSNOW,14133,1922415,2073198311,146692.01945800608
1165,2,OneDirectionVEVO,171,23481196,8280768299,48425545.60818713
1166,2,Flamingo,445,1915781,522973512,1175221.3752808988
1167,2,TVN Series,3933,501731,611164083,155393.86803966438
1168,2,loveliveserve,460,3044546,435910217,947630.9065217391
1169,2,Смотри как я (Watch Me),207,1277532,386347891,1866414.9323671497
1170,2,ashish chanchlani vines,119,7136231,611062570,5134979.579831933
1172,2,Tayo the Little Bus,1190,3295043,3114290893,2617051.1705882354
1173,2,Anne-Marie,45,3107983,630340905,14007575.666666666
1174,2,Barry Guarina,101,143414,543472,5380.910891089109
1175,2,Rajasthani Gorband Music HD,2382,1639233,540505595,226912.50839630564
1176,2,Daftar Populer,1012,2168268,365382700,361050.09881422925
1177,2,Maître GIMS,31,6410207,597177479,19263789.64516129
1178,2,MBCkpop,31092,5084929,3893045917,125210.5338029075
1179,2,The Q,113,5078880,1416956060,12539434.159292035
1180,2,TheTalko,1925,6341412,2581218906,1340892.9381818182
1181,2,Mo Vlogs,1237,6172108,1609292736,1300964.216653193
1182,2,Kuplinov ► Play,4588,5422655,2088890389,455294.3306451613
1183,2,Hichem Smati,129,1584768,408343609,3165454.3333333335
1184,2,Cleo & Cuquín - Familia Telerín,70,2990724,1274275282,18203932.6
1185,2,Sapna Choudhary,102,862101,169614978,1662891.9411764706
1186,2,TazerCraft,2952,10218519,3515548318,1190903.9017615176
1187,2,Silly Family,21,263470,46510486,2214785.0476190476
1188,2,Zouzounia TV,1284,3040963,2196656402,1710791.590342679
1189,2,SBS TV동물농장x애니멀봐,1044,718231,469036798,449268.96360153257
1190,2,acdcVEVO,145,3201644,2741995673,18910314.986206897
1191,2,Parafernalha,647,10673919,2419651852,3739801.935085008
1192,2,Galileo,2760,2057489,1339235573,485230.2800724638
1193,2,ToyTocToc,379,3483539,1106450841,2919395.35883905
1194,2,Jayas Kumar,97,1682736,174797690,1802038.0412371133
1195,2,Passenger,213,4406430,2450875512,11506457.802816901
1196,2,더깊이10,1466,76812,50347842,34343.68485675307
1197,2,KIDZ RHYMES,232,802153,194965185,840367.176724138
1198,2,Just For Laughs Gags Arabic,331,468812,309763353,935840.9456193354
1199,2,SSundee,1936,9224598,3777890297,1951389.6162190083
1200,2,TVI,14460,972373,885972274,61270.55836791148
1201,2,Fortnite Poggers,86,1676802,90961377,1057690.4302325582
1203,2,Crime Watch Daily,3452,1258527,701318998,203163.0932792584
1204,2,Ferrugem Oficial,112,1813712,521501181,4656260.544642857
1206,2,TheEngineeringFamily,2704,2856775,3937497827,1456175.2318786983
1207,2,Kwebbelkop,3545,8922422,3373682152,951673.3856135402
1208,2,Screen Rant,1822,5151155,1866471947,1024408.3133918771
1210,2,Matt Stonie,322,6021280,1094725876,3399769.801242236
1211,2,ディズニー・スタジオ公式…,847,350214,108899893,128571.30224321134
1212,2,Carter Sharer,123,2155074,324012497,2634247.9430894307
1213,2,الصوت التونسى,126,791763,98059395,778249.1666666666
1214,2,Jkk Entertainment,58,2777990,427618227,7372728.051724138
1215,2,مصارعة المحترفين,325,1329767,349927065,1076698.6615384615
1216,2,ETtoday星光雲/官方平台,2279,224343,218655099,95943.4396665204
1217,2,Lil pump,21,10474413,1712431407,81544352.71428572
1218,2,Ghazi B TV غازي بي تي في,511,1023183,323640430,633347.2211350293
1219,2,CritiCalSrb,267,472573,627777758,2351227.5580524346
1220,2,GamerGirl,1157,2291522,748832809,647219.3681936042
1221,2,Официальный канал…,7274,3840699,2852364848,392131.5435798735
1222,2,key kid,19,947379,242686877,12772993.52631579
1223,2,Kimberly Loaiza,68,13080839,673517610,9904670.735294119
1224,2,Rasmey Hang Meas,1651,1319793,731210573,442889.5051483949
1225,2,Aya Nakamura,12,970106,299497195,24958099.583333332
1226,2,Chetak,6232,1762161,625457816,100362.29396662388
1227,2,ProsafiaGaming,1065,1178901,1020550927,958263.7812206573
1228,2,Top 1 Trọng Án,1897,270272,131417570,69276.52609383236
1229,2,Saas Bahu Aur Betiyaan,9987,1681614,820102614,82117.01351757285
1230,2,Анимационные…,1489,2738601,2191975741,1472112.653458697
1231,2,AllGoodThingsNetwork,105,571733,185263251,1764411.9142857143
1232,2,MetallicaTV,1321,3750459,1805371644,1366670.4345193035
1233,2,Porta dos Fundos,899,14802776,4218570476,4692514.433815351
1234,2,OPPO,161,1751228,449486371,2791840.813664596
1235,2,뽀로로(Pororo),2283,2631227,3398767467,1488728.632063075
1236,2,whitneyhoustonVEVO,60,2693314,2252575081,37542918.016666666
1237,2,Rathore Cassettes HD,727,774102,236665494,325537.13067400275
1238,2,Betty Crocker,602,98921,17361214,28839.225913621263
1239,2,Disney Junior LA,1364,2900113,1923871918,1410463.2829912023
1240,2,InquisitorMaster - My Gameplays are…,568,2843442,694660092,1222993.11971831
1241,2,AM3NlC,3699,11323230,3125213806,844880.7261422006
1242,2,JFlaMusic,197,9261084,1714185273,8701448.086294416
1243,2,Alex Boyko,530,3676183,902337992,1702524.5132075471
1244,2,قناة منوعات…,85,3178697,744866959,8763140.694117647
1245,2,Grammarly,69,112192,1289948925,18694911.95652174
1246,2,Лунтик,741,3288601,6790620554,9164130.302294197
1247,2,Liova and Toys,32,4690036,366253071,11445408.46875
1249,2,Wassabi,803,11113619,3811806180,4746956.637608967
1250,2,Supreme,444,571597,203994999,459448.1959459459
1251,2,Univrsal Media Pro,3676,1772292,836840446,227649.74047878128
1252,2,Riya Films,3699,1080240,400573269,108292.31386861314
1253,2,DisneyJuniorIT,1299,1213078,823448908,633909.8598922248
1254,2,MattyBRaps,237,10659754,4951593875,20892801.160337552
1255,2,Katie Angel,288,7318965,722313532,2508033.097222222
1256,2,Km Music,173,880442,555085477,3208586.572254335
1257,2,Power Vision,701,3003487,1123002937,1602001.3366619116
1258,2,Aquarela Kids,295,1810288,503727375,1707550.4237288137
1259,2,ここなっちゃん,419,451936,448640273,1070740.508353222
1260,2,Toy School,2,1179190,31904372,15952186.0
1261,2,ToysYJuguetesTV,628,4409837,1499616019,2387923.597133758
1262,2,Favio Apaza-MansOn,1325,1762800,952852670,719134.0905660377
1263,2,Traditional Massage,62,930567,382491151,6169212.112903226
1264,2,SlivkiShow,245,11409757,1893133340,7727074.857142857
1265,2,CrazyFrogVEVO,12,4585990,2477475081,206456256.75
1266,2,Gajendra Verma,12,1482606,198493220,16541101.666666666
1267,2,Meera Stars,136,1247922,150200942,1104418.6911764706
1269,2,Телеканал ТНТ,6513,1703760,904881206,138934.62398280363
1270,2,مصطفى GAME OVER,530,3191191,774875695,1462029.6132075472
1271,2,➜FavijTV™,1777,4836210,2597979588,1462003.144625774
1272,2,SEPL VIDEO,11182,828671,289874658,25923.32838490431
1273,2,VIBE & WAVE -Dance Studio Nepal,38,347489,67986046,1789106.4736842106
1274,2,NAJWA FAROUK OFFICIELLE,22,487254,60906853,2768493.3181818184
1275,2,Animals Cartoons For Kids /- Learn…,99,616510,125670416,1269398.1414141415
1276,2,MostAmazingTop10,2083,4185901,1259443864,604629.7954872779
1277,2,Skyheart's Toys,393,1994976,905368623,2303736.954198473
1278,2,TOYS on the go!,781,5181703,3593162117,4600719.740076825
1279,2,ZEE5,576,379968,168335034,292248.3229166667
1280,2,Wengie,205,12369837,1149147282,5605596.497560976
1281,2,Anitta,40,9818513,2854795438,71369885.95
1282,2,Major Lazer,209,11251137,5904552350,28251446.6507177
1283,2,Cartoon Studio,31,1997139,536835661,17317279.387096774
1284,2,Paulo Londra,17,5487379,940191676,55305392.705882356
1285,2,NMF News,40872,4393689,1885991223,46143.844759248386
1286,2,KemalpaR,85,194523,61557179,724202.1058823529
1287,2,タキロン Takilong Kids' Toys,1915,663354,412336945,215319.55352480419
1289,2,MarkRonsonVEVO,50,3978658,3385018974,67700379.48
1290,2,elrubiusOMG,778,30796414,6870520811,8831003.61311054
1291,2,MonLaferteVEVO,61,2483071,1292184440,21183351.475409836
1292,2,Videos4Kids,483,724094,257739936,533623.0559006211
1294,2,Red Hot Chili Peppers,138,3764589,2912082188,21102044.84057971
1295,2,VideoClipVietNam,5,56096,8496,1699.2
1296,2,Xand Avião,530,1495893,502741829,948569.4886792452
1297,2,SecondsOut,6251,165823,164856588,26372.83442649176
1298,2,The Late Show with Stephen Colbert,4230,4834885,3498365577,827036.7794326241
1300,2,RaceToyTime,690,1520258,930736981,1348894.1753623188
1301,2,Rai,11897,2221184,1317437992,110736.99184668403
1302,2,elcarteldesantatv,244,4212422,1595645003,6539528.700819672
1303,2,Armin van Buuren,1501,2684650,619348721,412624.0646235843
1304,2,Zee News,87417,3833804,1141128840,13053.854971001065
1305,2,Dharma Productions,952,2789887,1576303270,1655780.7457983193
1306,2,キヨ。,1522,1537256,974998184,640603.2746386334
1307,2,BBC Earth,1390,2978955,925243135,665642.5431654677
1308,2,20sarasa（にーさら）,475,1525288,1225995975,2581044.1578947366
1309,2,Yeni Gelin,1055,1010048,1180722188,1119167.9507109004
1311,2,Coffi Channel,2421,4523072,1613191178,666332.5807517555
1312,2,TiempodeSol,158,1343173,621437249,3933147.14556962
1314,2,PugPiano,38,535380,236608893,6226549.815789473
1315,2,KjraGaming,1883,2196262,1626681644,863877.6654275093
1316,2,Daily Fortnite Battle Royale…,620,2640631,601379654,969967.1838709677
1317,2,Rajshri Tamil,6562,1539122,1249759673,190454.0800060957
1318,2,Mobile MOBA Việt,2343,2888952,1108301474,473026.6641058472
